ID,Faction,Instance_ID,Supercedes,Title_lang[0],Title_lang[1],Title_lang[2],Title_lang[3],Title_lang[4],Title_lang[5],Title_lang[6],Title_lang[7],Title_lang[8],Title_lang[9],Title_lang[10],Title_lang[11],Title_lang[12],Title_lang[13],Title_lang[14],Title_lang[15],Title_lang_mask,Description_lang[0],Description_lang[1],Description_lang[2],Description_lang[3],Description_lang[4],Description_lang[5],Description_lang[6],Description_lang[7],Description_lang[8],Description_lang[9],Description_lang[10],Description_lang[11],Description_lang[12],Description_lang[13],Description_lang[14],Description_lang[15],Description_lang_mask,Category,Points,Ui_order,Flags,IconID,Reward_lang[0],Reward_lang[1],Reward_lang[2],Reward_lang[3],Reward_lang[4],Reward_lang[5],Reward_lang[6],Reward_lang[7],Reward_lang[8],Reward_lang[9],Reward_lang[10],Reward_lang[11],Reward_lang[12],Reward_lang[13],Reward_lang[14],Reward_lang[15],Reward_lang_mask,Minimum_criteria,Shares_criteria
452,-1,-1,0,First Sergeant,,,,,,,,,,,,,,,,16711778,"Earned the title, ""First Sergeant"".",,,,,,,,,,,,,,,,16711776,81,0,23,0,1703,,,,,,,,,,,,,,,,,16711748,0,0
499,-1,575,0,Heroic Utgarde Pinnacle <NYI>,,,,,,,,,,,,,,,,16711748,Kill all of the Utgarde Pinnacle bosses in heroic mode.,,,,,,,,,,,,,,,,16711748,14806,10,23,0,2885,,,,,,,,,,,,,,,,,16711748,0,0
613,1,530,0,Kill Lor'themar Theron <PH>,,,,,,,,,,,,,,,,16711750,Kill Lor'themar Theron.,,,,,,,,,,,,,,,,16711748,95,10,23,0,2787,,,,,,,,,,,,,,,,,16711748,0,0
673,-1,560,0,Heroic The Escape From Durnholde,,,,,,,,,,,,,,,,16711750,Kill Epoch Hunter on Heroic Difficulty.,,,,,,,,,,,,,,,,16711748,14805,5,23,0,1701,,,,,,,,,,,,,,,,,16711748,0,0
686,-1,409,0,Molten Core,,,,,,,,,,,,,,,,16712006,Defeat Ragnaros.,,,,,,,,,,,,,,,,16711748,14808,5,23,0,2290,,,,,,,,,,,,,,,,,16711748,0,0
620,-1,-1,0,Multitude of Mounts <NYI>,,,,,,,,,,,,,,,,16711748,Collect 10 unique Mounts,,,,,,,,,,,,,,,,16711748,92,25,23,0,1179,,,,,,,,,,,,,,,,,16711748,10,0
271,-1,-1,0,Fire Dancer  <PH> <nyi>,,,,,,,,,,,,,,,,16711748,Dance at the fire pole for 60 seconds while wearing completed Midsummer set.,,,,,,,,,,,,,,,,16711748,161,5,23,0,1,,,,,,,,,,,,,,,,,16711748,0,0
771,-1,-1,0,Explore Eastern Plaguelands,,,,,,,,,,,,,,,,16712006,"Explore Eastern Plaguelands, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16711750,14777,5,24,0,97,,,,,,,,,,,,,,,,,16711748,0,0
500,-1,595,0,Heroic Caverns of Time: Stratholme <NYI>,,,,,,,,,,,,,,,,16711750,Kill all of the Caverns of Time: Stratholme bosses in heroic mode.,,,,,,,,,,,,,,,,16711748,14806,10,24,0,2413,,,,,,,,,,,,,,,,,16711748,0,0
614,1,-1,0,For The Alliance!,,,,,,,,,,,,,,,,16712004,Slay the leaders of the Horde.,,,,,,,,,,,,,,,,16711748,95,50,24,0,1704,,,,,,,,,,,,,,,,,16711684,0,0
674,-1,556,0,Heroic Sethekk Halls <<probably bugged>>,,,,,,,,,,,,,,,,16711750,Kill Talon King Ikiss on Heroic Difficulty.,,,,,,,,,,,,,,,,16711748,14805,5,24,0,2378,,,,,,,,,,,,,,,,,16711748,0,0
1174,-1,-1,0,The Arena Master,,,,,,,,,,,,,,,,0,Complete the arena achievements listed below.,,,,,,,,,,,,,,,,0,165,50,24,0,561,,,,,,,,,,,,,,,,,0,0,0
904,-1,-1,0,The Aldor,,,,,,,,,,,,,,,,16711748,Earn exalted status with The Aldor.,,,,,,,,,,,,,,,,16711748,201,5,24,0,2843,,,,,,,,,,,,,,,,,16711748,0,0
561,-1,571,0,D.E.H.T.A's Little P.I.T.A.,,,,,,,,,,,,,,,,16711684,Uphold D.E.H.T.A's beliefs by completing all of the quests up to and including the Assassination of Harold Lane.,,,,,,,,,,,,,,,,16711748,96,5,24,0,29,,,,,,,,,,,,,,,,,16711748,0,0
621,-1,-1,0,Represent,,,,,,,,,,,,,,,,16711748,Obtain a tabard.,,,,,,,,,,,,,,,,16711748,92,5,24,0,2637,,,,,,,,,,,,,,,,,16711748,1,0
685,-1,469,0,Blackwing Lair,,,,,,,,,,,,,,,,16712006,Defeat Nefarian.,,,,,,,,,,,,,,,,16711748,14808,5,24,0,1699,,,,,,,,,,,,,,,,,16711748,0,0
589,1,-1,0,Highest 5 man team rating,,,,,,,,,,,,,,,,16711782,,,,,,,,,,,,,,,,,16715844,152,0,24,0,1,,,,,,,,,,,,,,,,,16711748,0,0
451,-1,-1,0,Stone Guard,,,,,,,,,,,,,,,,16711782,"Earned the title, ""Stone Guard"".",,,,,,,,,,,,,,,,16711780,81,0,24,0,1703,,,,,,,,,,,,,,,,,16711748,0,0
615,0,0,0,Kill Highlord Bolvar Fordragon <PH>,,,,,,,,,,,,,,,,16711748,Kill Highlord Bolvar Fordragon.,,,,,,,,,,,,,,,,16711748,95,10,25,0,2273,,,,,,,,,,,,,,,,,16711748,0,0
942,1,-1,0,The Diplomat,,,,,,,,,,,,,,,,16711750,"Raise your reputation level from unfriendly to exalted with Timbermaw Hold, Sporeggar and the Kurenai.",,,,,,,,,,,,,,,,16711750,201,10,25,0,2737,,,,,,,,,,,,,,,,,16711748,0,0
1020,-1,-1,621,Ten Tabards,,,,,,,,,,,,,,,,16711748,Collect 10 unique tabards,,,,,,,,,,,,,,,,16711748,92,5,25,0,2637,,,,,,,,,,,,,,,,,16711684,10,0
547,-1,571,0,Veteran of the Wrathgate,,,,,,,,,,,,,,,,16711748,Complete the Dragonblight quests leading up to and including the Return to Angrathar.,,,,,,,,,,,,,,,,16711748,96,5,25,0,2044,,,,,,,,,,,,,,,,,16711748,1,0
590,1,-1,0,Highest 3 man team rating,,,,,,,,,,,,,,,,16711780,,,,,,,,,,,,,,,,,16715844,152,0,25,1,1,,,,,,,,,,,,,,,,,16711748,0,0
449,-1,-1,0,Blood Guard,,,,,,,,,,,,,,,,16711778,"Earned the title, ""Blood Guard"".",,,,,,,,,,,,,,,,16711776,81,0,25,0,1703,,,,,,,,,,,,,,,,,16711748,0,0
562,-1,533,0,"Naxxramas: Spider Wing, 10 person <PH>",,,,,,,,,,,,,,,,16711748,Defeat all of the bosses of the spider wing of Naxxramas (10 person).,,,,,,,,,,,,,,,,16711748,14806,10,25,0,1899,,,,,,,,,,,,,,,,,16711748,0,0
868,-1,-1,0,Explore Isle of Quel'Danas,,,,,,,,,,,,,,,,16711750,"Explore Isle of Quel'Danas, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16711748,14777,5,25,0,2800,,,,,,,,,,,,,,,,,16711748,1,0
675,-1,555,0,Heroic Shadow Labyrinth,,,,,,,,,,,,,,,,16711750,Kill Murmur on Heroic Difficulty.,,,,,,,,,,,,,,,,16711748,14805,5,25,0,2793,,,,,,,,,,,,,,,,,16711748,0,0
687,-1,531,0,Temple of Ahn'Qiraj,,,,,,,,,,,,,,,,16711686,Defeat  C'Thun.,,,,,,,,,,,,,,,,16711748,14808,5,25,0,1826,,,,,,,,,,,,,,,,,16711748,0,0
374,-1,-1,0,Highest 2 man team rating,,,,,,,,,,,,,,,,16711782,,,,,,,,,,,,,,,,,16711775,152,0,26,1,4,,,,,,,,,,,,,,,,,16711748,0,0
961,-1,-1,0,Honorary Frenzyheart,,,,,,,,,,,,,,,,16711748,Complete the 8 daily quests for the Frenzyheart listed below.,,,,,,,,,,,,,,,,16711748,96,0,26,0,262,,,,,,,,,,,,,,,,,16711748,0,0
469,-1,-1,0,Legionnaire,,,,,,,,,,,,,,,,16711778,"Earned the title, ""Legionnaire"".",,,,,,,,,,,,,,,,16711776,81,0,26,0,1703,,,,,,,,,,,,,,,,,16711748,0,0
564,-1,533,0,"Naxxramas: Abomination Wing, 10 person <PH>",,,,,,,,,,,,,,,,16711748,Defeat all of the bosses of the abomination wing of Naxxramas (10 person).,,,,,,,,,,,,,,,,16711748,14806,10,26,0,97,,,,,,,,,,,,,,,,,16711748,0,0
1021,-1,-1,1020,Totally Tabards,,,,,,,,,,,,,,,,16711748,Collect 25 unique tabards,,,,,,,,,,,,,,,,16711748,92,25,26,0,2637,,,,,,,,,,,,,,,,,16711684,25,0
676,-1,269,0,Heroic Opening of the Dark Portal,,,,,,,,,,,,,,,,16711750,Kill Aeonus on Heroic Difficulty.,,,,,,,,,,,,,,,,16711748,14805,5,26,0,1699,,,,,,,,,,,,,,,,,16711748,0,0
943,0,-1,0,The Diplomat,,,,,,,,,,,,,,,,16711750,"Raise your reputation level from unfriendly to exalted with Timbermaw Hold, Sporeggar and The Mag'har.",,,,,,,,,,,,,,,,16711750,201,10,26,0,2737,,,,,,,,,,,,,,,,,16711748,0,0
616,0,0,0,Kill King Magni Bronzebeard <PH>,,,,,,,,,,,,,,,,16711750,Kill King Magni Bronzebeard.,,,,,,,,,,,,,,,,16711748,95,10,26,0,2788,,,,,,,,,,,,,,,,,16711748,0,0
314,-1,-1,0,Total Arena Points gained,,,,,,,,,,,,,,,,16711790,,,,,,,,,,,,,,,,,16711775,152,0,27,1,4,,,,,,,,,,,,,,,,,16711748,0,0
556,-1,-1,0,Epic <PH><NYI>,,,,,,,,,,,,,,,,16711748,"Equip an epic item in every slot, obtaining an average item level of 213[ph] or above.",,,,,,,,,,,,,,,,16711748,92,25,27,0,2808,,,,,,,,,,,,,,,,,16711748,0,0
962,-1,-1,0,Savior of the Oracles,,,,,,,,,,,,,,,,16711748,Complete the 8 daily quests for the Oracles listed below.,,,,,,,,,,,,,,,,16711748,96,0,27,0,263,,,,,,,,,,,,,,,,,16711748,0,0
448,-1,-1,0,Centurion,,,,,,,,,,,,,,,,16711782,"Earned the title, ""Centurion"".",,,,,,,,,,,,,,,,16711780,81,0,27,0,1703,,,,,,,,,,,,,,,,,16711748,0,0
677,-1,545,0,Heroic The Steamvault,,,,,,,,,,,,,,,,16712006,Kill Warlord Kalithresh on Heroic Difficulty.,,,,,,,,,,,,,,,,16711748,14805,5,27,0,1647,,,,,,,,,,,,,,,,,16711748,0,0
617,0,1,0,Kill Tyrande Whisperwind <PH>,,,,,,,,,,,,,,,,16711750,Kill King Tyrande Whisperwind.,,,,,,,,,,,,,,,,16711748,95,10,27,0,1938,,,,,,,,,,,,,,,,,16711748,0,0
944,-1,-1,0,They Love Me In That Tunnel,,,,,,,,,,,,,,,,16711748,Earn exalted status with Timbermaw Hold.,,,,,,,,,,,,,,,,16711746,201,5,27,0,1559,,,,,,,,,,,,,,,,,16711748,0,0
566,-1,533,0,"Naxxramas: Plague Wing, 10 person <PH>",,,,,,,,,,,,,,,,16711748,Defeat all of the bosses of the plague wing of Naxxramas (10 person).,,,,,,,,,,,,,,,,16711748,14806,10,27,0,2633,,,,,,,,,,,,,,,,,16711748,0,0
447,-1,-1,0,Champion,,,,,,,,,,,,,,,,16711782,"Earned the title, ""Champion"".",,,,,,,,,,,,,,,,16711780,81,0,28,0,1703,,,,,,,,,,,,,,,,,16711748,0,0
945,-1,-1,0,The Argent Champion,,,,,,,,,,,,,,,,16711750,Earn exalted status with the Argent Dawn and the Argent Crusade.,,,,,,,,,,,,,,,,16711750,201,10,28,0,2139,,,,,,,,,,,,,,,,,16711748,0,0
568,-1,533,0,"Naxxramas: Death Knight Wing, 10 person <PH> <NYI>",,,,,,,,,,,,,,,,16711748,Defeat all of the bosses of the death knight wing of Naxxramas (10 person).,,,,,,,,,,,,,,,,16711748,14806,10,28,0,2639,,,,,,,,,,,,,,,,,16711748,0,0
940,-1,-1,0,The Green Hills of Stranglethorn,,,,,,,,,,,,,,,,16711750,Complete all of Hemet Nesingwary quests in Stranglethorn Vale up to and including The Green Hills of Stranglethorn and Big Game Hunter.,,,,,,,,,,,,,,,,16711750,96,0,28,0,916,,,,,,,,,,,,,,,,,16711748,0,0
618,0,530,0,Kill Prophet Velen <PH>,,,,,,,,,,,,,,,,16711748,Kill Prophet Velen.,,,,,,,,,,,,,,,,16711748,95,10,28,0,1809,,,,,,,,,,,,,,,,,16711748,0,0
557,-1,-1,0,Superior <PH><NYI>,,,,,,,,,,,,,,,,16711748,"Equip a superior item in every slot, obtaining an average item level of 187[ph]or above.",,,,,,,,,,,,,,,,16711748,92,10,28,0,133,,,,,,,,,,,,,,,,,16711748,0,0
678,-1,540,0,Heroic The Shattered Halls,,,,,,,,,,,,,,,,16711750,Kill Warchief Kargath Bladefist on Heroic Difficulty.,,,,,,,,,,,,,,,,16711748,14805,5,28,0,1962,,,,,,,,,,,,,,,,,16711748,0,0
572,-1,533,0,Naxxramas: Sapphiron (10 person) <PH>,,,,,,,,,,,,,,,,16711748,Slay Sapphiron.,,,,,,,,,,,,,,,,16711748,14806,10,29,0,1700,,,,,,,,,,,,,,,,,16711748,0,0
939,-1,-1,0,Hills Like White Elekk,,,,,,,,,,,,,,,,16711686,Complete all of Hemet Nesingwary quests in Nagrand up to and including The Ultimate Bloodsport.,,,,,,,,,,,,,,,,16711750,96,0,29,0,2165,,,,,,,,,,,,,,,,,16711748,0,0
619,0,-1,0,For The Horde!,,,,,,,,,,,,,,,,16712006,Slay the leaders of the Alliance.,,,,,,,,,,,,,,,,16711748,95,50,29,0,1703,,,,,,,,,,,,,,,,,16711684,0,0
946,-1,-1,0,The Argent Dawn,,,,,,,,,,,,,,,,16712006,Earn exalted status with the Argent Dawn.,,,,,,,,,,,,,,,,16711746,201,5,29,0,1608,,,,,,,,,,,,,,,,,16711748,0,0
444,-1,-1,0,Lieutenant General,,,,,,,,,,,,,,,,16711782,"Earned the title, ""Lieutenant General"".",,,,,,,,,,,,,,,,16711780,81,0,29,0,1703,,,,,,,,,,,,,,,,,16711748,0,0
558,-1,-1,0,Greedy,,,,,,,,,,,,,,,,16711744,Win a greed roll on an superior or better item above level 185 by rolling 100.,,,,,,,,,,,,,,,,16711744,92,5,29,0,2802,,,,,,,,,,,,,,,,,16711748,0,0
679,-1,554,0,Heroic The Mechanar,,,,,,,,,,,,,,,,16711750,Kill Pathaleon the Calculator on Heroic Difficulty.,,,,,,,,,,,,,,,,16711748,14805,5,29,0,2529,,,,,,,,,,,,,,,,,16711748,0,0
700,0,-1,0,Freedom of the Horde,,,,,,,,,,,,,,,,16711748,Obtain an Insignia or Medallion of the Horde.,,,,,,,,,,,,,,,,16711748,95,5,30,0,2811,,,,,,,,,,,,,,,,,16711748,1,0
446,-1,-1,0,General,,,,,,,,,,,,,,,,16712038,"Earned the title, ""General"".",,,,,,,,,,,,,,,,16711780,81,0,30,0,1703,,,,,,,,,,,,,,,,,16711748,0,0
938,-1,571,0,The Snows of Northrend,,,,,,,,,,,,,,,,16711750,Complete all of Hemet Nesingwary quests in Northrend up to and including Post-partum Aggression.,,,,,,,,,,,,,,,,16711746,96,0,30,0,1581,,,,,,,,,,,,,,,,,16711748,0,0
559,-1,-1,0,Needy,,,,,,,,,,,,,,,,16711744,Win a need roll on an superior or better item above level 185 by rolling 100.,,,,,,,,,,,,,,,,16711744,92,5,30,0,2801,,,,,,,,,,,,,,,,,16711748,0,0
680,-1,553,0,Heroic The Botanica,,,,,,,,,,,,,,,,16711750,Kill Warp Splinter on Heroic Difficulty.,,,,,,,,,,,,,,,,16711748,14805,5,30,0,2794,,,,,,,,,,,,,,,,,16711748,0,0
574,-1,533,0,Naxxramas: Kel'Thuzad (10 person) <PH>,,,,,,,,,,,,,,,,16711748,Slay Kel'Thuzad.,,,,,,,,,,,,,,,,16711748,14806,10,30,0,1898,,,,,,,,,,,,,,,,,16711748,0,0
947,-1,-1,0,The Argent Crusade,,,,,,,,,,,,,,,,16711750,Earn exalted status with the Argent Crusade.,,,,,,,,,,,,,,,,16711750,201,5,30,0,1672,,,,,,,,,,,,,,,,,16711748,0,0
576,-1,-1,0,Naxxramas Defeated (10 person) <PH>,,,,,,,,,,,,,,,,16711748,Kill every boss in Naxxramas.,,,,,,,,,,,,,,,,16711748,14806,25,31,0,1493,,,,,,,,,,,,,,,,,16711748,0,0
445,-1,-1,0,Warlord,,,,,,,,,,,,,,,,16711782,"Earned the title, ""Warlord"".",,,,,,,,,,,,,,,,16711780,81,0,31,0,1703,,,,,,,,,,,,,,,,,16711748,0,0
701,1,-1,0,Freedom of the Alliance,,,,,,,,,,,,,,,,16711748,Obtain an Insignia or Medallion of the Alliance.,,,,,,,,,,,,,,,,16711748,95,5,31,0,2812,,,,,,,,,,,,,,,,,16711748,1,0
949,-1,-1,0,The Kalu'ak,,,,,,,,,,,,,,,,16711746,Earn exalted status with The Kalu'ak .,,,,,,,,,,,,,,,,16711744,201,5,31,0,2933,,,,,,,,,,,,,,,,,16711748,0,0
681,-1,552,0,Heroic The Arcatraz,,,,,,,,,,,,,,,,16711748,Kill Harbinger Skyriss on Heroic Difficulty.,,,,,,,,,,,,,,,,16711748,14805,5,31,0,2313,,,,,,,,,,,,,,,,,16711748,0,0
941,-1,-1,0,Hemet Nesingwary: The Collected Quests,,,,,,,,,,,,,,,,16711750,"Complete the Green Hills of Stranglethorn, Hills Like White Elekk and Snows of Northrend achievements.",,,,,,,,,,,,,,,,16711686,96,0,31,0,2926,,,,,,,,,,,,,,,,,16711748,0,0
1165,-1,-1,0,"My Sack is ""Gigantique""",,,,,,,,,,,,,,,,7274496,"Equip Haris Pilton's ""Gigantique"" Bag.",,,,,,,,,,,,,,,,7274496,92,5,31,0,2989,,,,,,,,,,,,,,,,,7274496,0,0
443,-1,-1,0,High Warlord,,,,,,,,,,,,,,,,16711782,"Earned the title, ""High Warlord"".",,,,,,,,,,,,,,,,16711780,81,0,32,0,1703,,,,,,,,,,,,,,,,,16711748,0,0
950,-1,-1,0,Frenzyheart Tribe,,,,,,,,,,,,,,,,16711748,Earn exalted status with the Frenzyheart Tribe.,,,,,,,,,,,,,,,,16711748,201,5,32,0,956,,,,,,,,,,,,,,,,,16711748,0,0
727,-1,-1,0,Call in the Cavalry,,,,,,,,,,,,,,,,16711748,Obtain one of the black war mounts through the honor system.,,,,,,,,,,,,,,,,16711684,95,10,32,0,1178,,,,,,,,,,,,,,,,,16711748,1,0
1182,-1,-1,0,The Bread Winner,,,,,,,,,,,,,,,,0,"Make 10,000 gold from quest rewards.",,,,,,,,,,,,,,,,0,96,0,32,0,2995,,,,,,,,,,,,,,,,,0,0,0
1176,-1,-1,0,Got My Mind On My Money,,,,,,,,,,,,,,,,0,Loot 100 gold.,,,,,,,,,,,,,,,,0,92,5,32,0,2992,,,,,,,,,,,,,,,,,0,0,0
682,-1,585,0,Heroic Magister's Terrace <<probably bugged>>,,,,,,,,,,,,,,,,16711748,Kill Kael'thas Sunstrider on Heroic Difficulty.,,,,,,,,,,,,,,,,16711748,14805,5,32,0,2787,,,,,,,,,,,,,,,,,16711748,0,0
563,-1,533,0,"Naxxramas: Spider Wing, 25 person <PH> <NYI>",,,,,,,,,,,,,,,,16711748,Defeat all of the bosses of the spider wing of Naxxramas (25 person).,,,,,,,,,,,,,,,,16711748,14806,10,32,0,1899,,,,,,,,,,,,,,,,,16711748,0,0
501,-1,-1,0,Tuskarrmageddon <NYI>,,,,,,,,,,,,,,,,16711748,"Mindlessly slaughter 1,000,000 Tuskarr. Reward: Baby Seal Club",,,,,,,,,,,,,,,,16711684,96,100,33,0,4,,,,,,,,,,,,,,,,,16711748,0,0
565,-1,533,0,"Naxxramas: Abomination Wing, 25 person <PH> <NYI>",,,,,,,,,,,,,,,,16711748,Defeat all of the bosses of the abomination wing of Naxxramas (25 person).,,,,,,,,,,,,,,,,16711748,14806,10,33,0,97,,,,,,,,,,,,,,,,,16711748,0,0
1177,-1,-1,1176,Got My Mind On My Money,,,,,,,,,,,,,,,,0,"Loot 1,000 gold.",,,,,,,,,,,,,,,,0,92,5,33,0,2802,,,,,,,,,,,,,,,,,0,0,0
229,-1,-1,0,The Grim Reaper,,,,,,,,,,,,,,,,8323072,Get 30 Honorable Kills in a single battle in any battleground.,,,,,,,,,,,,,,,,16711746,95,10,33,8,1933,,,,,,,,,,,,,,,,,16711748,1,0
442,-1,-1,0,Private,,,,,,,,,,,,,,,,16711778,"Earned the title, ""Private"".",,,,,,,,,,,,,,,,16711776,81,0,33,0,1704,,,,,,,,,,,,,,,,,16711748,0,0
951,-1,-1,0,The Oracles,,,,,,,,,,,,,,,,16711748,Earn exalted status with the The Oracles.,,,,,,,,,,,,,,,,16711748,201,5,33,0,1751,,,,,,,,,,,,,,,,,16711748,0,0
690,-1,532,0,Defeat Karazhan,,,,,,,,,,,,,,,,16711750,Defeat Prince Malchezaar in Karazhan.,,,,,,,,,,,,,,,,16711748,14805,5,33,0,2294,,,,,,,,,,,,,,,,,16711748,0,0
470,-1,-1,0,Corporal,,,,,,,,,,,,,,,,16711782,"Earned the title, ""Corporal"".",,,,,,,,,,,,,,,,16711780,81,0,34,0,1704,,,,,,,,,,,,,,,,,16711748,0,0
714,0,-1,0,The Conqueror,,,,,,,,,,,,,,,,16711750,"Raise your reputation values in Warsong Gulch, Arathi Basin and Alterac Valley to Exalted.",,,,,,,,,,,,,,,,16711748,95,50,34,0,2563,,,,,,,,,,,,,,,,,16711748,0,0
1178,-1,-1,1177,Got My Mind On My Money,,,,,,,,,,,,,,,,0,"Loot 5,000 gold.",,,,,,,,,,,,,,,,0,92,5,34,0,2994,,,,,,,,,,,,,,,,,0,0,0
952,-1,-1,0,Mercenary of Sholozar,,,,,,,,,,,,,,,,16711744,Earn exalted status with the The Oracles and the Frenzyheart Tribe.,,,,,,,,,,,,,,,,16711744,201,5,34,0,229,,,,,,,,,,,,,,,,,16711748,0,0
691,-1,568,0,Defeat Zul'Aman,,,,,,,,,,,,,,,,16711750,Defeat Zul'jin in Zul'Aman.,,,,,,,,,,,,,,,,16711748,14805,5,34,0,2806,,,,,,,,,,,,,,,,,16711748,0,0
567,-1,533,0,"Naxxramas: Plague Wing, 25 person <PH> <NYI>",,,,,,,,,,,,,,,,16711748,Defeat all of the bosses of the plague wing of Naxxramas (25 person).,,,,,,,,,,,,,,,,16711748,14806,10,34,0,2633,,,,,,,,,,,,,,,,,16711748,0,0
692,-1,565,0,Defeat Gruul's Lair,,,,,,,,,,,,,,,,16711750,Defeat Gruul the Dragonkiller in Gruul's Lair.,,,,,,,,,,,,,,,,16711748,14805,5,35,0,2798,,,,,,,,,,,,,,,,,16711748,0,0
907,1,-1,0,The Justicar,,,,,,,,,,,,,,,,16711748,"Raise your reputation values in Warsong Gulch, Arathi Basin and Alterac Valley to Exalted.",,,,,,,,,,,,,,,,16711748,95,50,35,0,2924,,,,,,,,,,,,,,,,,16711748,0,0
1180,-1,-1,1178,Got My Mind On My Money,,,,,,,,,,,,,,,,0,"Loot 10,000 gold.",,,,,,,,,,,,,,,,0,92,10,35,0,2993,,,,,,,,,,,,,,,,,0,0,0
471,-1,-1,0,Sergeant,,,,,,,,,,,,,,,,16712036,"Earned the title, ""Sergeant"".",,,,,,,,,,,,,,,,16711780,81,0,35,0,1704,,,,,,,,,,,,,,,,,16711748,0,0
953,-1,-1,0,Friend of Cenarius,,,,,,,,,,,,,,,,16711750,Earn exalted status with the Cenarion Circle and Cenarian Expedition.,,,,,,,,,,,,,,,,16711748,201,10,35,0,553,,,,,,,,,,,,,,,,,16711748,0,0
569,-1,533,0,"Naxxramas: Death Knight Wing, 25 person <PH> <NYI>",,,,,,,,,,,,,,,,16711748,Defeat all of the bosses of the death knight wing of Naxxramas (25 person).,,,,,,,,,,,,,,,,16711748,14806,10,35,0,2639,,,,,,,,,,,,,,,,,16711748,0,0
573,-1,533,0,Naxxramas: Sapphiron (25 person) <PH> <NYI>,,,,,,,,,,,,,,,,16711748,Slay Sapphiron.,,,,,,,,,,,,,,,,16711748,14806,10,36,0,1700,,,,,,,,,,,,,,,,,16711748,0,0
441,-1,-1,0,Master Sergeant,,,,,,,,,,,,,,,,16711780,"Earned the title, ""Master Sergeant"".",,,,,,,,,,,,,,,,16711780,81,0,36,0,1704,,,,,,,,,,,,,,,,,16711748,0,0
693,-1,544,0,Defeat Magtheridon's Lair,,,,,,,,,,,,,,,,16711750,Defeat Magtheridon in Magtheridon's Lair.,,,,,,,,,,,,,,,,16711748,14805,5,36,0,2675,,,,,,,,,,,,,,,,,16711748,0,0
908,1,-1,0,Call to Arms!,,,,,,,,,,,,,,,,16711748,Complete each of the Call to Arms daily battleground quests listed below.,,,,,,,,,,,,,,,,16711748,95,5,36,0,2841,,,,,,,,,,,,,,,,,16711748,0,0
1181,-1,-1,1180,Got My Mind On My Money,,,,,,,,,,,,,,,,0,"Loot 25,000 gold.",,,,,,,,,,,,,,,,0,92,25,36,0,2801,,,,,,,,,,,,,,,,,0,0,0
1007,-1,-1,0,The Wyrmrest Accord,,,,,,,,,,,,,,,,16711748,Earn exalted status with The Wyrmrest Accord.,,,,,,,,,,,,,,,,16711748,201,5,36,0,1548,,,,,,,,,,,,,,,,,16711684,0,0
440,-1,-1,0,Seargent Major,,,,,,,,,,,,,,,,16711716,"Earned the title, ""Seargent Major"".",,,,,,,,,,,,,,,,16711716,81,0,37,0,1704,,,,,,,,,,,,,,,,,16711748,0,0
575,-1,533,0,Naxxramas: Kel'Thuzad (25 person) <PH> <NYI>,,,,,,,,,,,,,,,,16711748,Slay Kel'Thuzad.,,,,,,,,,,,,,,,,16711748,14806,10,37,0,1898,,,,,,,,,,,,,,,,,16711748,0,0
909,0,-1,0,Call to Arms!,,,,,,,,,,,,,,,,16711748,Complete each of the Call to Arms daily battleground quests listed below.,,,,,,,,,,,,,,,,16711748,95,5,37,0,2841,,,,,,,,,,,,,,,,,16711748,0,0
694,-1,548,0,Defeat Serpentshrine Cavern,,,,,,,,,,,,,,,,16711750,Defeat Lady Vashj in Serpentshrine Cavern.,,,,,,,,,,,,,,,,16711748,14805,5,37,0,2379,,,,,,,,,,,,,,,,,16711748,0,0
1008,-1,-1,0,The Kirin Tor,,,,,,,,,,,,,,,,16711748,Earn exalted status with The Kirin Tor.,,,,,,,,,,,,,,,,16711748,201,5,37,0,2294,,,,,,,,,,,,,,,,,16711684,0,0
227,-1,-1,0,Damage Control,,,,,,,,,,,,,,,,8323072,"Do 300,000 damage or healing in any battleground.",,,,,,,,,,,,,,,,8323072,95,10,38,0,138,,,,,,,,,,,,,,,,,16711748,1,0
696,-1,550,0,Defeat Tempest Keep,,,,,,,,,,,,,,,,16711750,Defeat Kael'thas Sunstrider in Tempest Keep.,,,,,,,,,,,,,,,,16711748,14805,5,38,0,2800,,,,,,,,,,,,,,,,,16711748,0,0
1009,-1,-1,0,Knights of the Ebon Blade,,,,,,,,,,,,,,,,16711748,Earn exalted status with the Knights of the Ebon Blade.,,,,,,,,,,,,,,,,16711748,201,5,38,0,2971,,,,,,,,,,,,,,,,,16711684,0,0
439,-1,-1,0,Knight,,,,,,,,,,,,,,,,16711782,"Earned the title, ""Knight"".",,,,,,,,,,,,,,,,16711780,81,0,38,0,1704,,,,,,,,,,,,,,,,,16711748,0,0
577,-1,-1,0,Naxxramas Defeated (25 person) <PH> <NYI>,,,,,,,,,,,,,,,,16711748,Kill every boss in Naxxramas.,,,,,,,,,,,,,,,,16711748,14806,50,38,0,1493,,,,,,,,,,,,,,,,,16711748,0,0
231,-1,-1,0,Wrecking Ball <NYI>,,,,,,,,,,,,,,,,7274496,Get 20 killing blows without dying in a single battle in any battleground. NOTE: Currently includes NPCS,,,,,,,,,,,,,,,,7274496,95,10,39,0,2770,,,,,,,,,,,,,,,,,16711748,1,0
